Country Name,An,"Air transport, freight (million ton-km)",GDP (current US$),"Population, total","Railways, goods transported (million ton-km)",Region,Income Group
Slovak Republic,2019,0.0,105843498304.094,5454147.0,8480.0,Europe & Central Asia,High income
Slovak Republic,2020,,107732602896.441,5458827.0,7268.0,Europe & Central Asia,High income
Slovak Republic,2021,,120511265913.343,5447247.0,8580.0,Europe & Central Asia,High income
Slovenia,2015,0.8,42709468274.8137,2063531.0,4175.0,Europe & Central Asia,High income
Slovenia,2016,0.41874,44290685824.0682,2065042.0,4360.0,Europe & Central Asia,High income
Slovenia,2017,0.5664,48153200134.6613,2066388.0,5128.0,Europe & Central Asia,High income
Slovenia,2018,0.54284,53689067639.9176,2073894.0,5151.0,Europe & Central Asia,High income
Slovenia,2019,0.35950656,53909922735.545,2088385.0,5292.0,Europe & Central Asia,High income
Slovenia,2020,,53384760135.1581,2102419.0,4726.0,Europe & Central Asia,High income
Slovenia,2021,,61540813361.8556,2108079.0,4937.0,Europe & Central Asia,High income
South Africa,2015,892.734324084,346709790458.563,56723537.0,,Sub-Saharan Africa,Upper middle income
South Africa,2016,767.271186,323585509674.481,57259551.0,,Sub-Saharan Africa,Upper middle income
South Africa,2017,833.347947527025,381448814653.456,57635162.0,,Sub-Saharan Africa,Upper middle income
South Africa,2018,696.730006,405260723892.517,58613001.0,,Sub-Saharan Africa,Upper middle income
South Africa,2019,565.20947,389330032224.269,59587885.0,,Sub-Saharan Africa,Upper middle income
South Africa,2020,102.392463,337974655408.055,60562381.0,,Sub-Saharan Africa,Upper middle income
South Africa,2021,15.131581,419986284375.368,61502603.0,,Sub-Saharan Africa,Upper middle income
Spain,2015,1035.487113,1206164777553.12,46422303.0,10812.0,Europe & Central Asia,High income
Spain,2016,1068.160640636,1243015667917.12,46458139.0,10644.0,Europe & Central Asia,High income
Spain,2017,1078.63356,1321754088818.83,46571232.0,10507.0,Europe & Central Asia,High income
Spain,2018,1118.73285,1431642809327.06,46782011.0,10792.0,Europe & Central Asia,High income
Spain,2019,1191.466578,1403496387686.27,47118501.0,10459.0,Europe & Central Asia,High income
Spain,2020,494.260587847,1289783836971.21,47359424.0,8969.6,Europe & Central Asia,High income
Spain,2021,850.819356,1461244901852.69,47443821.0,10299.0,Europe & Central Asia,High income
Sri Lanka,2015,381.6320526,85090301052.0465,20970000.0,127.39,South Asia,Lower middle income
Sri Lanka,2016,403.075583974751,88000211171.5956,21209000.0,,South Asia,Lower middle income
Sri Lanka,2017,398.473464249,94369350285.5814,21453000.0,,South Asia,Lower middle income
Sri Lanka,2018,436.198,94450015982.8405,21670000.0,,South Asia,Lower middle income
Sri Lanka,2019,394.05,88998706296.5783,21803000.0,,South Asia,Lower middle income
Sri Lanka,2020,226.479,84335574581.5072,21919000.0,,South Asia,Lower middle income
Sri Lanka,2021,412.484,88556698937.7033,22156000.0,,South Asia,Lower middle income
Sweden,2015,594.0,501602351911.6,9799186.0,20699.0,Europe & Central Asia,High income
Sweden,2016,690.0,513058312950.939,9923085.0,21406.0,Europe & Central Asia,High income
Sweden,2017,762.0,535172356784.769,10057698.0,21838.0,Europe & Central Asia,High income
Sweden,2018,991.0,549649344043.182,10175214.0,22794.306069132,Europe & Central Asia,High income
Sweden,2019,985.655671715528,530894124494.418,10278887.0,22222.065674494,Europe & Central Asia,High income
Sweden,2020,304.418496636947,544265668451.678,10353442.0,22093.897979015,Europe & Central Asia,High income
Sweden,2021,348.598679007,631693331300.776,10415811.0,23246.0,Europe & Central Asia,High income
Switzerland,2015,1409.329209,694118186379.628,8282396.0,12431.0,Europe & Central Asia,High income
Switzerland,2016,1532.761243,687895460902.713,8373338.0,12447.0,Europe & Central Asia,High income
Switzerland,2017,1581.35236,695200833086.499,8451840.0,11653.0,Europe & Central Asia,High income
Switzerland,2018,1841.314,725568717468.001,8514329.0,11776.0,Europe & Central Asia,High income
Switzerland,2019,1640.735,721369112726.724,8575280.0,11666.0,Europe & Central Asia,High income
Switzerland,2020,842.992,741999406005.627,8638167.0,11063.0,Europe & Central Asia,High income
Switzerland,2021,1230.786090909,815309330986.719,8704546.0,12024.0,Europe & Central Asia,High income
Thailand,2015,2136.72847939514,401296238228.084,70540795.0,,East Asia & Pacific,Upper middle income
Thailand,2016,2160.069653102,413366349747.508,70859841.0,,East Asia & Pacific,Upper middle income
Thailand,2017,2511.891367964,456356813536.764,71160187.0,,East Asia & Pacific,Upper middle income
Thailand,2018,2666.263256,506754208404.485,71376079.0,,East Asia & Pacific,Upper middle income
Thailand,2019,2327.667095,543976691793.886,71522271.0,,East Asia & Pacific,Upper middle income
Thailand,2020,684.208676,500461898480.246,71641484.0,,East Asia & Pacific,Upper middle income
Thailand,2021,604.020922,506194668789.937,71727332.0,,East Asia & Pacific,Upper middle income
Tunisia,2015,10.35424112,45779494041.9295,11402264.0,664.0,Middle East & North Africa,Lower middle income
Tunisia,2016,8.096,44360072680.4476,11528674.0,667.0,Middle East & North Africa,Lower middle income
Tunisia,2017,12.124027,42163530590.9462,11650498.0,679.0,Middle East & North Africa,Lower middle income
Tunisia,2018,13.234265,42686504459.801,11765514.0,535.0,Middle East & North Africa,Lower middle income
Tunisia,2019,13.092473,41905642418.825,11875081.0,545.0,Middle East & North Africa,Lower middle income
Tunisia,2020,6.546656,42491780918.361,11974057.0,334.818,Middle East & North Africa,Lower middle income
Tunisia,2021,5.602932,47073234359.1819,12048622.0,413.3,Middle East & North Africa,Lower middle income
Turkiye,2015,2882.162,865460050683.656,78218479.0,10474.0,Europe & Central Asia,Upper middle income
Turkiye,2016,3493.930482468,870818016909.84,79277962.0,11661.0,Europe & Central Asia,Upper middle income
Turkiye,2017,4800.237745146,863874522365.276,80312698.0,12869.0,Europe & Central Asia,Upper middle income
Turkiye,2018,5949.212205544,788356985773.667,81407204.0,14478.0,Europe & Central Asia,Upper middle income
Turkiye,2019,6815.50975,775853144222.613,82579440.0,14707.0,Europe & Central Asia,Upper middle income
Turkiye,2020,6870.46874,733628247119.077,83384680.0,15428.0,Europe & Central Asia,Upper middle income
Turkiye,2021,9338.328585454,839938668172.134,84147318.0,15900.0,Europe & Central Asia,Upper middle income
Ukraine,2015,37.7408652,91030967789.0717,45784896.0,195054.0,Europe & Central Asia,Upper middle income
Ukraine,2016,40.459830355,93355869403.9223,45616832.0,187557.0,Europe & Central Asia,Upper middle income
Ukraine,2017,53.792982,112090505081.739,45436041.0,191914.1,Europe & Central Asia,Upper middle income
Ukraine,2018,75.26435,130891088293.55,45208907.0,186344.1,Europe & Central Asia,Upper middle income
Ukraine,2019,75.617661,153883047509.577,44957458.0,181844.7,Europe & Central Asia,Upper middle income
Ukraine,2020,14.0479,156617722013.342,44680014.0,175587.2,Europe & Central Asia,Upper middle income
Ukraine,2021,28.1699,199765859570.935,44298640.0,,Europe & Central Asia,Upper middle income
United Arab Emirates,2015,15962.692,381973042886.317,8505237.0,,Middle East & North Africa,High income
United Arab Emirates,2016,16138.874,381717086453.37,8935095.0,,Middle East & North Africa,High income
United Arab Emirates,2017,16616.24461,403365010211.028,9223225.0,,Middle East & North Africa,High income
United Arab Emirates,2018,15962.90443,440560108917.631,9346701.0,1373.0,Middle East & North Africa,High income
United Arab Emirates,2019,14765.5995814573,433926208304.969,9445785.0,1488.485,Middle East & North Africa,High income
United Arab Emirates,2020,12171.5568,357161878829.135,9401038.0,1426.0,Middle East & North Africa,High income
United Arab Emirates,2021,15300.72918,422441388699.796,9575152.0,1380.0,Middle East & North Africa,High income
United Kingdom,2015,5423.17313862741,2945579890258.46,65088000.0,19342.444761281,Europe & Central Asia,High income
United Kingdom,2016,5512.672996428,2706807606538.73,65607000.0,17053.216554029,Europe & Central Asia,High income
United Kingdom,2017,5915.641,2699118387873.1,65966000.0,17166.930314851,Europe & Central Asia,High income
United Kingdom,2018,6198.37,2897028009916.05,66289000.0,17205.693315326,Europe & Central Asia,High income
United Kingdom,2019,5851.19,2875710080015.3,66631000.0,16884.335172455,Europe & Central Asia,High income
United Kingdom,2020,3667.467,2724001478304.59,66744000.0,15212.12270599,Europe & Central Asia,High income
United Kingdom,2021,4097.09,3194559188925.93,66984000.0,,Europe & Central Asia,High income
United States,2015,37866.224512,18206020741000.0,321815121.0,2547253.0,North America,High income
United States,2016,38657.919041,18695110842000.0,324353340.0,2314693.0,North America,High income
United States,2017,41591.551767,19477336549000.0,326608609.0,2445132.0,North America,High income
United States,2018,42985.299596,20533057312000.0,328529577.0,2525217.324,North America,High income
United States,2019,42498.262662,21380976119000.0,330226227.0,2357116.529,North America,High income
United States,2020,40793.094662,21060473613000.0,331577720.0,2102083.985,North America,High income
United States,2021,46004.645648,23315080560000.0,332099760.0,2239400.714,North America,High income
Uruguay,2015,,57680327998.6689,3368017.0,,Latin America & Caribbean,High income
Uruguay,2016,,57480787465.2716,3379283.0,,Latin America & Caribbean,High income
Uruguay,2017,,65005997963.4822,3388438.0,,Latin America & Caribbean,High income
Uruguay,2018,,65344577415.7535,3394534.0,,Latin America & Caribbean,High income
Uruguay,2019,,62222313618.8454,3397206.0,,Latin America & Caribbean,High income
Uruguay,2020,,53559359261.826,3398968.0,,Latin America & Caribbean,High income
Uruguay,2021,,60739084240.8633,3396695.0,,Latin America & Caribbean,High income
Uzbekistan,2015,114.33452,86196264755.3105,30749346.0,22935.0,Europe & Central Asia,Lower middle income
Uzbekistan,2016,112.28173,86138288644.171,31284568.0,22937.0,Europe & Central Asia,Lower middle income
Uzbekistan,2017,126.79762,69703222282.7278,31819178.0,22940.0,Europe & Central Asia,Lower middle income
Uzbekistan,2018,89.43028,58695899092.1083,32373490.0,22942.0,Europe & Central Asia,Lower middle income
Uzbekistan,2019,70.49835,67293639798.3996,32964701.0,22860.0,Europe & Central Asia,Lower middle income
Uzbekistan,2020,20.00549,66443265418.3086,33586372.0,23632.0,Europe & Central Asia,Lower middle income
Uzbekistan,2021,38.02591,77340060003.0347,34243696.0,24619.0,Europe & Central Asia,Lower middle income
Zambia,2015,79.382095832289,21251216798.7762,16399089.0,,Sub-Saharan Africa,Lower middle income
Zambia,2016,80.3529469986506,20958412538.3093,16914423.0,,Sub-Saharan Africa,Lower middle income
Zambia,2017,81.5576096504393,25873601260.8353,17441320.0,297.0,Sub-Saharan Africa,Lower middle income
Zambia,2018,75.077397732,26311507273.6735,17973569.0,,Sub-Saharan Africa,Lower middle income
Zambia,2019,79.335,23308667781.2258,18513839.0,,Sub-Saharan Africa,Lower middle income
Zambia,2020,69.97121783064,18137764930.651,19059395.0,,Sub-Saharan Africa,Lower middle income
Zambia,2021,75.18520667,22096416932.0089,19603607.0,,Sub-Saharan Africa,Lower middle income
Zimbabwe,2015,0.79610713578782,19973250000.0,14399013.0,,Sub-Saharan Africa,Lower middle income
Zimbabwe,2016,0.804947441,20559250000.0,14600294.0,,Sub-Saharan Africa,Lower middle income
Zimbabwe,2017,0.665035317,51035657370.5179,14812482.0,,Sub-Saharan Africa,Lower middle income
Zimbabwe,2018,0.665035317,34141666666.6667,15034452.0,1078.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,2019,0.0,33357695635.1284,15271368.0,897.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,2020,9.9972456,31980334561.3123,15526888.0,703.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,2021,2.974346814,41287673690.0771,15797210.0,,Sub-Saharan Africa,Lower middle income
